,latitude,longitude,price,bedrooms,bathrooms,homeType,homeStatus
0,21.4411,-158.1885,230000.0,0.0,1.0,CONDO,FOR_SALE
1,21.320112,-157.79565,1925000.0,4.0,3.0,SINGLE_FAMILY,FOR_SALE
2,21.321608,-158.0127,829900.0,3.0,2.0,SINGLE_FAMILY,FOR_SALE
3,21.440254,-158.18042,725000.0,3.0,2.0,SINGLE_FAMILY,FOR_SALE
4,21.369734,-157.92274,480000.0,1.0,1.0,TOWNHOUSE,FOR_SALE
5,21.673733,-157.95506,1030000.0,3.0,3.0,SINGLE_FAMILY,FOR_SALE
6,21.302103,-157.83914,480000.0,3.0,2.0,SINGLE_FAMILY,FOR_SALE
7,21.385515,-158.1478,63000.0,2.0,1.0,CONDO,FOR_SALE
8,21.398397,-158.03343,950000.0,3.0,3.0,SINGLE_FAMILY,FOR_SALE
9,21.30462,-157.8495,410000.0,1.0,1.0,CONDO,FOR_SALE
10,21.4096,-158.00708,660000.0,3.0,2.0,TOWNHOUSE,FOR_SALE
11,21.69274,-158.0182,3599500.0,5.0,4.0,SINGLE_FAMILY,FOR_SALE
12,21.386131,-157.94589,599000.0,3.0,2.0,TOWNHOUSE,FOR_SALE
13,21.401812,-157.78452,848000.0,4.0,2.0,SINGLE_FAMILY,FOR_SALE
14,21.265036,-157.70872,4875000.0,5.0,4.0,SINGLE_FAMILY,FOR_SALE
15,21.294588,-157.83871,470000.0,2.0,1.0,CONDO,FOR_SALE
16,21.437458,-157.8242,540000.0,2.0,1.0,CONDO,FOR_SALE
17,21.407122,-157.74747,1269000.0,3.0,1.0,SINGLE_FAMILY,FOR_SALE
18,21.382223,-157.75684,1240000.0,3.0,2.0,SINGLE_FAMILY,FOR_SALE
19,21.404589,-158.16342,799000.0,3.0,3.0,SINGLE_FAMILY,FOR_SALE
20,21.283178,-157.74477,6200000.0,5.0,5.0,SINGLE_FAMILY,FOR_SALE
21,21.341202,-158.02193,955000.0,3.0,3.0,SINGLE_FAMILY,FOR_SALE
22,21.456347,-157.84427,1199000.0,8.0,5.0,SINGLE_FAMILY,FOR_SALE
23,21.474339,-157.99712,695000.0,3.0,2.0,TOWNHOUSE,FOR_SALE
24,21.309084,-157.84286,460000.0,1.0,1.0,CONDO,FOR_SALE
25,21.43701,-157.83676,1150000.0,4.0,2.0,SINGLE_FAMILY,FOR_SALE
26,21.582754,-158.13676,425000.0,1.0,1.0,CONDO,FOR_SALE
27,21.480673,-158.20386,355000.0,2.0,1.0,CONDO,FOR_SALE
28,21.381184,-157.91458,2695000.0,5.0,6.0,SINGLE_FAMILY,FOR_SALE
29,21.467752,-157.84349,199500.0,,,LOT,FOR_SALE
30,21.405525,-157.89836,699000.0,4.0,3.0,TOWNHOUSE,FOR_SALE
31,21.419111,-157.99568,910000.0,3.0,2.0,SINGLE_FAMILY,FOR_SALE
32,21.442827,-158.01056,1250000.0,4.0,3.0,SINGLE_FAMILY,FOR_SALE
33,21.292128,-157.72519,1199900.0,3.0,1.0,SINGLE_FAMILY,FOR_SALE
34,21.396975,-157.9514,685000.0,3.0,3.0,TOWNHOUSE,FOR_SALE
35,21.424377,-157.81178,1399000.0,4.0,2.0,SINGLE_FAMILY,FOR_SALE
36,21.36685,-157.93343,1150000.0,9.0,6.0,SINGLE_FAMILY,FOR_SALE
37,21.337223,-158.11118,775000.0,2.0,3.0,TOWNHOUSE,FOR_SALE
38,21.284958,-157.73361,1495000.0,4.0,2.0,SINGLE_FAMILY,FOR_SALE
39,21.393728,-157.93852,1375000.0,4.0,2.0,SINGLE_FAMILY,FOR_SALE
40,21.640684,-158.04211,1899000.0,4.0,4.0,SINGLE_FAMILY,FOR_SALE
41,21.303783,-157.68549,959000.0,4.0,2.0,TOWNHOUSE,FOR_SALE
42,21.387434,-157.94186,455000.0,2.0,1.0,CONDO,FOR_SALE
43,21.470848,-158.00262,438000.0,2.0,2.0,TOWNHOUSE,FOR_SALE
44,21.28667,-157.82666,519000.0,1.0,1.0,CONDO,FOR_SALE
45,21.33591,-158.02518,500000.0,2.0,2.0,TOWNHOUSE,FOR_SALE
46,21.350294,-158.03732,870000.0,3.0,3.0,SINGLE_FAMILY,FOR_SALE
47,21.285904,-157.82692,479000.0,2.0,1.0,CONDO,FOR_SALE
48,21.306828,-157.84666,449000.0,2.0,2.0,CONDO,FOR_SALE
49,21.349623,-158.0366,1550000.0,3.0,2.0,SINGLE_FAMILY,FOR_SALE
50,21.304926,-157.85025,350000.0,1.0,1.0,CONDO,FOR_SALE
51,21.290108,-157.8096,275000.0,3.0,2.0,CONDO,FOR_SALE
52,21.430632,-157.95227,1250000.0,6.0,4.0,SINGLE_FAMILY,FOR_SALE
53,21.458614,-158.00012,1400000.0,3.0,2.0,SINGLE_FAMILY,FOR_SALE
54,21.343496,-157.8641,1300000.0,7.0,2.0,SINGLE_FAMILY,FOR_SALE
