,Unnamed: 0,latitude,longitude,price,bedrooms,bathrooms,homeType,homeStatus
279,279,21.39508,-157.93973,0.7873716335409502,3.0,3.0,SINGLE_FAMILY,FOR_SALE
280,280,21.305166,-157.83382,0.2447572517329613,1.0,1.0,CONDO,FOR_SALE
281,281,21.396315,-157.9995,0.8296855990947841,3.0,2.0,SINGLE_FAMILY,FOR_SALE
282,282,21.507921,-158.01326,1.0371069988684802,4.0,3.0,SINGLE_FAMILY,FOR_SALE
283,283,21.38641,-157.93925,0.322747698047871,3.0,2.0,CONDO,FOR_SALE
284,284,21.347212,-157.90413,0.545933124204368,2.0,2.0,CONDO,FOR_SALE
285,285,21.2906,-157.78947,1.160730153133603,3.0,1.0,SINGLE_FAMILY,FOR_SALE
286,286,21.4233,-157.79625,0.7259748992079361,3.0,2.0,CONDO,FOR_SALE
287,287,21.33145,-158.01521,0.6637484792758274,3.0,3.0,SINGLE_FAMILY,FOR_SALE
288,288,21.26226,-157.79019,3.982490875654964,3.0,4.0,SINGLE_FAMILY,FOR_SALE
289,289,21.348886,-157.91162,0.37335851959265287,2.0,1.0,CONDO,FOR_SALE
290,290,21.284391,-157.7705,1.0578491388458497,3.0,2.0,SINGLE_FAMILY,FOR_SALE
291,291,21.581963,-158.12437,1.4088061472629434,6.0,4.0,MULTI_FAMILY,FOR_SALE
292,292,21.408297,-157.8201,1.2445275689565771,4.0,4.0,SINGLE_FAMILY,FOR_SALE
293,293,21.291784,-157.8282,0.24882271116852578,2.0,1.0,CONDO,FOR_SALE
294,294,21.390648,-157.93211,0.3858038035790746,2.0,2.0,CONDO,FOR_SALE
295,295,21.28723,-157.82571,0.39741940196640163,2.0,1.0,CONDO,FOR_SALE
296,296,21.403805,-158.15167,0.6844906192531969,3.0,2.0,SINGLE_FAMILY,FOR_SALE
297,297,21.285048,-157.83829,0.20742139977369603,1.0,1.0,CONDO,FOR_SALE
298,298,21.395872,-158.03546,1.068635051634082,4.0,3.0,SINGLE_FAMILY,FOR_SALE
299,299,21.3351,-157.69615,4.023975155609703,4.0,3.0,SINGLE_FAMILY,FOR_SALE
300,300,21.314638,-158.0122,0.8122622015137937,4.0,3.0,SINGLE_FAMILY,FOR_SALE
301,301,21.329718,-157.86342,1.15326298274175,5.0,4.0,SINGLE_FAMILY,FOR_SALE
302,302,21.347183,-158.02342,0.788201319140045,3.0,3.0,SINGLE_FAMILY,FOR_SALE
303,303,21.29949,-157.82332,1.4519497984158722,5.0,3.0,SINGLE_FAMILY,FOR_SALE
304,304,21.484232,-158.18936,0.7458873535862109,,,LOT,FOR_SALE
305,305,21.29961,-157.69429,2.23019489036678,4.0,3.0,SINGLE_FAMILY,FOR_SALE
306,306,21.39249,-158.00137,0.9939633477155514,7.0,4.0,MULTI_FAMILY,FOR_SALE
307,307,21.392475,-158.00137,0.984007120526414,7.0,4.0,MULTI_FAMILY,FOR_SALE
308,308,21.31569,-158.01952,0.7292936416043153,3.0,3.0,SINGLE_FAMILY,FOR_SALE
309,309,21.378885,-157.93091,0.16585415125904734,1.0,1.0,CONDO,FOR_SALE
310,310,21.305098,-157.83778,0.41401311394829726,2.0,1.0,CONDO,FOR_SALE
311,311,21.3355,-158.01428,0.7093811872260405,3.0,3.0,SINGLE_FAMILY,FOR_SALE
312,312,21.273153,-157.78221,1.8153520908193876,3.0,2.0,SINGLE_FAMILY,FOR_SALE
313,313,21.27527,-157.78818,1.9904157522283872,3.0,2.0,SINGLE_FAMILY,FOR_SALE
314,314,21.346273,-157.83061,1.9812892106383446,4.0,4.0,SINGLE_FAMILY,FOR_SALE
315,315,21.383877,-157.99736,0.7674591791626754,3.0,2.0,SINGLE_FAMILY,FOR_SALE
316,316,21.281092,-157.70071,1.306754818574285,3.0,2.0,SINGLE_FAMILY,FOR_SALE
317,317,21.306244,-157.84204,0.2986868156741223,1.0,1.0,CONDO,FOR_SALE
318,318,21.29264,-157.69757,2.7918920409539485,3.0,3.0,SINGLE_FAMILY,FOR_SALE
319,319,21.364597,-158.08412,0.7384201831943579,3.0,2.0,SINGLE_FAMILY,FOR_SALE
320,320,21.43542,-158.02013,1.018853915688395,5.0,3.0,SINGLE_FAMILY,FOR_SALE
321,321,21.288952,-157.79083,2.0617687137505385,5.0,4.0,SINGLE_FAMILY,FOR_SALE
322,322,21.431538,-158.0239,0.8255371710993102,3.0,2.0,SINGLE_FAMILY,FOR_SALE
323,323,21.301552,-157.79047,0.788201319140045,4.0,2.0,SINGLE_FAMILY,FOR_SALE
324,324,21.321098,-158.02725,0.7217435026525527,3.0,3.0,CONDO,FOR_SALE
325,325,21.42537,-157.76178,0.7052327592305665,4.0,2.0,TOWNHOUSE,FOR_SALE
326,326,21.308065,-158.02426,1.0329585708730062,4.0,3.0,SINGLE_FAMILY,FOR_SALE
327,327,21.308378,-158.02396,1.0329585708730062,4.0,3.0,SINGLE_FAMILY,FOR_SALE
328,328,21.44611,-157.83841,0.734271755198884,3.0,2.0,SINGLE_FAMILY,FOR_SALE
329,329,21.448809,-158.1648,0.8204661327176429,3.0,2.0,SINGLE_FAMILY,FOR_SALE
330,330,21.395674,-157.99796,1.2818642506014415,9.0,6.0,SINGLE_FAMILY,FOR_SALE
331,331,21.314045,-158.02548,1.1449661267508022,4.0,3.0,SINGLE_FAMILY,FOR_SALE
332,332,21.309935,-157.85344,0.0788201319140045,1.0,1.0,CONDO,FOR_SALE
333,333,21.337957,-158.01686,0.6221812307611786,3.0,3.0,SINGLE_FAMILY,FOR_SALE
334,334,21.343035,-157.87659,1.8087146060266295,,,MULTI_FAMILY,FOR_SALE
335,335,21.352821,-157.92505,0.9939633477155514,8.0,3.0,SINGLE_FAMILY,FOR_SALE
336,336,21.390715,-157.71788,3.878780175768116,3.0,5.0,SINGLE_FAMILY,FOR_SALE
337,337,21.402021,-157.75322,1.2436987130430814,4.0,2.0,SINGLE_FAMILY,FOR_SALE
338,338,21.401903,-157.7534,1.32666727295256,3.0,3.0,SINGLE_FAMILY,FOR_SALE
339,339,21.472237,-158.21481,0.5467628098034627,3.0,2.0,SINGLE_FAMILY,FOR_SALE
340,340,21.299358,-157.83582,0.322747698047871,1.0,1.0,CONDO,FOR_SALE
341,341,21.367954,-158.09154,1.3689812385063937,3.0,4.0,SINGLE_FAMILY,FOR_SALE
342,342,21.692736,-158.01819,0.4563270795021313,,,LOT,FOR_SALE
343,343,21.341911,-157.87556,1.5971447782574595,17.0,6.0,SINGLE_FAMILY,FOR_SALE
344,344,21.32395,-157.85622,0.6015220593437185,3.0,1.0,SINGLE_FAMILY,FOR_SALE
345,345,21.3356,-158.06,0.7044030736314717,3.0,2.0,SINGLE_FAMILY,FOR_SALE
346,346,21.298466,-157.83574,0.44803022351118343,3.0,2.0,CONDO,FOR_SALE
347,347,21.289248,-157.70032,2.2152605495830735,4.0,2.0,SINGLE_FAMILY,FOR_SALE
348,348,21.287619,-157.70325,0.788201319140045,3.0,3.0,TOWNHOUSE,FOR_SALE
349,349,21.392048,-158.02672,0.7259748992079361,3.0,2.0,SINGLE_FAMILY,FOR_SALE
350,350,21.316174,-158.02599,1.8153520908193876,4.0,4.0,SINGLE_FAMILY,FOR_SALE
351,351,21.557514,-157.85767,1.3689812385063937,4.0,3.0,SINGLE_FAMILY,FOR_SALE
352,352,21.314884,-158.03136,0.6969359032396186,3.0,3.0,TOWNHOUSE,FOR_SALE
353,353,21.29907,-157.84149,0.045632707950213125,0.0,0.0,CONDO,FOR_SALE
354,354,21.408636,-158.17091,0.6222641993210881,5.0,3.0,SINGLE_FAMILY,FOR_SALE
355,355,21.40482,-157.7841,1.1200755587779585,5.0,3.0,SINGLE_FAMILY,FOR_SALE
356,356,21.322311,-157.85092,0.26384002051214134,0.0,1.0,CONDO,FOR_SALE
357,357,21.309505,-158.02518,1.32666727295256,4.0,3.0,SINGLE_FAMILY,FOR_SALE
358,358,21.342663,-158.12323,1.157411410737224,2.0,2.0,TOWNHOUSE,FOR_SALE
359,359,21.407589,-158.16373,0.5061082154478184,3.0,2.0,SINGLE_FAMILY,FOR_SALE
360,360,21.402441,-157.74837,1.0785912788232195,5.0,3.0,SINGLE_FAMILY,FOR_SALE
361,361,21.50427,-158.02057,0.788201319140045,6.0,2.0,SINGLE_FAMILY,FOR_SALE
362,362,21.38503,-157.93509,0.3194289556514919,1.0,1.0,CONDO,FOR_SALE
363,363,21.495241,-158.02553,0.6636655107159178,3.0,2.0,SINGLE_FAMILY,FOR_SALE
364,364,21.344728,-157.91246,0.3609132356062311,2.0,2.0,TOWNHOUSE,FOR_SALE
365,365,21.406069,-158.17084,0.7052327592305665,3.0,3.0,SINGLE_FAMILY,FOR_SALE
366,366,21.414703,-158.17738,0.4106943715519181,1.0,1.0,CONDO,FOR_SALE
367,367,21.321358,-157.86464,6.388579113029838,,,MULTI_FAMILY,FOR_SALE
368,368,21.303436,-157.83414,0.7425686111898319,2.0,2.0,CONDO,FOR_SALE
369,369,21.4259,-157.73927,1.9082768779180035,3.0,2.0,SINGLE_FAMILY,FOR_SALE
370,370,21.287191,-157.83963,0.5185534994342401,2.0,2.0,CONDO,FOR_SALE
371,371,21.297043,-157.67923,1.160730153133603,,,LOT,FOR_SALE
372,372,21.301435,-157.83223,0.3401710956288615,2.0,1.0,CONDO,FOR_SALE
